block_number,claim_category,erc20_in_to_wallet,erc20_out_from_wallet,inferred_categories,mint_proven,native_in_to_wallet,native_out_from_wallet,nft_in_to_wallet,nft_out_from_wallet,priority,purchase_proven,receipt_found,receipt_status,sale_proven,seadrop_rows,seaport_orderfulfilled_count,source_path,tx_found,tx_from,tx_hash,tx_to,tx_value_wei,wallet,zero_nft_to_wallet
46817685,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 50, ""minter"": ""0x02e9f0322620260aeac9110fe167a4d7e907314f"", ""nft_contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""payer"": ""0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f"", ""quantity"": 1, ""unit_mint_price_wei"": 170000000000000}]",0,known_mints[0].tx_hash,True,0xa67d7eb4dc68fa6ce8e34ef8cadaf075b9893fbb,0x0013db778f8162d0783e4e1fb16830f40cf69343512b8088a477bdb87e6bb897,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,170000000000000,0x02e9f0322620260aeac9110fe167a4d7e907314f,"[{""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 49, ""to"": ""0x02e9f0322620260aeac9110fe167a4d7e907314f"", ""token_id"": ""14""}]"
46801857,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 10, ""minter"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""nft_contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""payer"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""quantity"": 10, ""unit_mint_price_wei"": 170000000000000}]",0,known_mints[0].tx_hash,True,0x1c552cf70d8c34156318d6dad4c6c69c3e956392,0x3f0f43a55c6b227a6997aec39be0f1ea873fa962365d1053d193218ed480e4f9,0x00005ea00ac477b1030ce78506496e8c2de24bf5,1700000000000000,0x1c552cf70d8c34156318d6dad4c6c69c3e956392,"[{""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 0, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""1""}, {""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 1, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""2""}, {""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 2, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""3""}, {""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 3, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""4""}, {""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 4, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""5""}, {""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 5, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""6""}, {""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 6, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""7""}, {""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 7, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""8""}, {""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 8, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""9""}, {""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 9, ""to"": ""0x1c552cf70d8c34156318d6dad4c6c69c3e956392"", ""token_id"": ""10""}]"
45945985,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 45, ""minter"": ""0x562f6ac10723ef6af9f077a83cf25135fb369612"", ""nft_contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""payer"": ""0x562f6ac10723ef6af9f077a83cf25135fb369612"", ""quantity"": 2, ""unit_mint_price_wei"": 274000000000000}]",0,known_mints[0].tx_hash,True,0x562f6ac10723ef6af9f077a83cf25135fb369612,0xe6ad7eaaeb48164249f83db770c73e1a494c1032047c63c507251c5c35399c12,0x00005ea00ac477b1030ce78506496e8c2de24bf5,548000000000000,0x562f6ac10723ef6af9f077a83cf25135fb369612,"[{""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 43, ""to"": ""0x562f6ac10723ef6af9f077a83cf25135fb369612"", ""token_id"": ""1""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 44, ""to"": ""0x562f6ac10723ef6af9f077a83cf25135fb369612"", ""token_id"": ""2""}]"
46801956,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 100, ""minter"": ""0x66d7472b717277277bf8ea3b1d07922731d8ea35"", ""nft_contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""payer"": ""0x66d7472b717277277bf8ea3b1d07922731d8ea35"", ""quantity"": 1, ""unit_mint_price_wei"": 170000000000000}]",0,known_mints[0].tx_hash,True,0x66d7472b717277277bf8ea3b1d07922731d8ea35,0x66006b675af42144201034b40ac4c79d61cef0580ac8995dd60155665572551d,0x00005ea00ac477b1030ce78506496e8c2de24bf5,170000000000000,0x66d7472b717277277bf8ea3b1d07922731d8ea35,"[{""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 99, ""to"": ""0x66d7472b717277277bf8ea3b1d07922731d8ea35"", ""token_id"": ""12""}]"
46029624,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 7, ""minter"": ""0x745b086f34efd3bfde94612c40f3b03118d0d345"", ""nft_contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""payer"": ""0x745b086f34efd3bfde94612c40f3b03118d0d345"", ""quantity"": 4, ""unit_mint_price_wei"": 274000000000000}]",0,known_mints[0].tx_hash,True,0x745b086f34efd3bfde94612c40f3b03118d0d345,0x54df9da687a35b1cc26bba6bca2b5a09ad7db6e23b1b9d8d271bffc8ae915623,0x00005ea00ac477b1030ce78506496e8c2de24bf5,1096000000000000,0x745b086f34efd3bfde94612c40f3b03118d0d345,"[{""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 3, ""to"": ""0x745b086f34efd3bfde94612c40f3b03118d0d345"", ""token_id"": ""24""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 4, ""to"": ""0x745b086f34efd3bfde94612c40f3b03118d0d345"", ""token_id"": ""25""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 5, ""to"": ""0x745b086f34efd3bfde94612c40f3b03118d0d345"", ""token_id"": ""26""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 6, ""to"": ""0x745b086f34efd3bfde94612c40f3b03118d0d345"", ""token_id"": ""27""}]"
45970266,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 34, ""minter"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""nft_contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""payer"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""quantity"": 20, ""unit_mint_price_wei"": 274000000000000}]",0,known_mints[0].tx_hash,True,0x764611d78dc1a8039a713d33ff614423963ae486,0xcc5a45b9858804e6c016584f13e17e08ef1a3d4d2c592203a64f067da653ba75,0x00005ea00ac477b1030ce78506496e8c2de24bf5,5480000000000000,0x764611d78dc1a8039a713d33ff614423963ae486,"[{""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 14, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""3""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 15, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""4""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 16, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""5""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 17, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""6""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 18, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""7""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 19, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""8""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 20, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""9""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 21, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""10""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 22, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""11""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 23, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""12""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 24, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""13""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 25, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""14""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 26, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""15""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 27, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""16""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 28, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""17""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 29, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""18""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 30, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""19""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 31, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""20""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 32, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""21""}, {""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 33, ""to"": ""0x764611d78dc1a8039a713d33ff614423963ae486"", ""token_id"": ""22""}]"
46801921,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 27, ""minter"": ""0x9dade467874b15382e6b7dff96486d7126f41116"", ""nft_contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""payer"": ""0x9dade467874b15382e6b7dff96486d7126f41116"", ""quantity"": 1, ""unit_mint_price_wei"": 170000000000000}]",0,known_mints[0].tx_hash,True,0x9dade467874b15382e6b7dff96486d7126f41116,0x96c0586b5c93239539c8b0eb40a837504c7a73067aa1355130f0cd08dbaf783b,0x00005ea00ac477b1030ce78506496e8c2de24bf5,170000000000000,0x9dade467874b15382e6b7dff96486d7126f41116,"[{""contract"": ""0x797a0889718c30060fc797659328590e86041fbd"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 26, ""to"": ""0x9dade467874b15382e6b7dff96486d7126f41116"", ""token_id"": ""11""}]"
45992147,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 135, ""minter"": ""0xb475b45d9d56334a86aa4e907ad8573f93fd6cb3"", ""nft_contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""payer"": ""0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f"", ""quantity"": 1, ""unit_mint_price_wei"": 274000000000000}]",0,known_mints[0].tx_hash,True,0xada5bb90d0de0bd1b6f3938708f49295a8d1f7cb,0xf26a26418a70756e99ef75bd9aa90122d9eafa7c4126b8c51ee566caa925f6b0,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,274000000000000,0xb475b45d9d56334a86aa4e907ad8573f93fd6cb3,"[{""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 134, ""to"": ""0xb475b45d9d56334a86aa4e907ad8573f93fd6cb3"", ""token_id"": ""23""}]"
46042291,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 56, ""minter"": ""0xb475b45d9d56334a86aa4e907ad8573f93fd6cb3"", ""nft_contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""payer"": ""0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f"", ""quantity"": 1, ""unit_mint_price_wei"": 274000000000000}]",0,known_mints[1].tx_hash,True,0x698dd6c03b50c3d4af12932a0388338bcdd3aaed,0x1c791f750a52b255c0575f9a11693cd885724322e317de961c39199a6a5c6ff7,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,274000000000000,0xb475b45d9d56334a86aa4e907ad8573f93fd6cb3,"[{""contract"": ""0x3e47b18177330d031ea6fc81e4b0ca83fc5a85e3"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 55, ""to"": ""0xb475b45d9d56334a86aa4e907ad8573f93fd6cb3"", ""token_id"": ""28""}]"
46805648,mint,[],[],"[""mint""]",True,[],[],[],[],P1,False,True,1,False,"[{""drop_stage_index"": 0, ""fee_bps"": 1000, ""fee_recipient"": ""0x0000a26b00c1f0df003000390027140000faa719"", ""log_index"": 66, ""minter"": ""0xedb0f2bdf9f5b2d755a1d8a97154b643a15b3c8e"", ""nft_contract"": ""0x6beaf68ea622e803b91b03572569b57eef1df647"", ""payer"": ""0xedb0f2bdf9f5b2d755a1d8a97154b643a15b3c8e"", ""quantity"": 3, ""unit_mint_price_wei"": 50000000000000}]",0,known_mints[0].tx_hash,True,0xedb0f2bdf9f5b2d755a1d8a97154b643a15b3c8e,0xcacc6375301c1714f301c8a5117344097e03abe0275438cf3cb7a8f1c22f7653,0x00005ea00ac477b1030ce78506496e8c2de24bf5,150000000000000,0xedb0f2bdf9f5b2d755a1d8a97154b643a15b3c8e,"[{""contract"": ""0x6beaf68ea622e803b91b03572569b57eef1df647"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 63, ""to"": ""0xedb0f2bdf9f5b2d755a1d8a97154b643a15b3c8e"", ""token_id"": ""703""}, {""contract"": ""0x6beaf68ea622e803b91b03572569b57eef1df647"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 64, ""to"": ""0xedb0f2bdf9f5b2d755a1d8a97154b643a15b3c8e"", ""token_id"": ""704""}, {""contract"": ""0x6beaf68ea622e803b91b03572569b57eef1df647"", ""from"": ""0x0000000000000000000000000000000000000000"", ""log_index"": 65, ""to"": ""0xedb0f2bdf9f5b2d755a1d8a97154b643a15b3c8e"", ""token_id"": ""705""}]"
